city,state_id,state_name,county_name,population,lat,lng
Scotch Plains,NJ,New Jersey,,23584,40.65538,-74.38987
Glenville,OH,Ohio,,23559,41.53338,-81.61735
El Cerrito,CA,California,,23549,37.91576,-122.31164
Brandon,MS,Mississippi,,23529,32.2732,-89.98592
Derby,KS,Kansas,,23509,37.54557,-97.26893
Frankford,PA,Pennsylvania,,23503,40.01384,-75.07859
Graham,WA,Washington,,23491,47.05288,-122.29428
Ilchester,MD,Maryland,,23476,39.25094,-76.76469
Bayonet Point,FL,Florida,,23467,28.32667,-82.68343
Easton,MA,Massachusetts,,23459,42.02454,-71.12866
Loves Park,IL,Illinois,,23455,42.32002,-89.05816
Avon Lake,OH,Ohio,,23453,41.50532,-82.0282
San Lorenzo,CA,California,,23452,37.67412,-122.13321
Morton Grove,IL,Illinois,,23448,42.04059,-87.78256
Kingston,NY,New York,,23436,41.92704,-73.99736
McDonough,GA,Georgia,,23417,33.44734,-84.14686
Romulus,MI,Michigan,,23417,42.22226,-83.3966
Rosemount,MN,Minnesota,,23413,44.73941,-93.12577
Northwest One,DC,District of Columbia,,23386,38.90428,-77.01196
Mansfield,MA,Massachusetts,,23380,42.03343,-71.21894
Eloise,FL,Florida,,23366,27.99474,-81.73813
Laguna Beach,CA,California,,23365,33.54225,-117.78311
Springfield,PA,Pennsylvania,,23363,39.93067,-75.32019
Bellview,FL,Florida,,23355,30.46159,-87.31497
Manoa,HI,Hawaii,,23343,21.31608,-157.80423
Terrytown,LA,Louisiana,,23319,29.91021,-90.03257
Crestview,FL,Florida,,23270,30.76213,-86.57051
Keene,NH,New Hampshire,,23265,42.93369,-72.27814
Greenwood,SC,South Carolina,,23260,34.1954,-82.16179
Gallup,NM,New Mexico,,23240,35.52808,-108.74258
South Old Bridge,NJ,New Jersey,,23233,40.40816,-74.35432
Duncan,OK,Oklahoma,,23231,34.5023,-97.95781
Dupont Circle,DC,District of Columbia,,23226,38.90844,-77.04414
Griffin,GA,Georgia,,23211,33.24678,-84.26409
Dolton,IL,Illinois,,23197,41.63892,-87.60727
Webster Groves,MO,Missouri,,23177,38.59255,-90.35734
Belton,MO,Missouri,,23168,38.81195,-94.5319
Columbus,MS,Mississippi,,23168,33.49567,-88.42726
Denison,TX,Texas,,23150,33.75566,-96.53666
East Elmhurst,NY,New York,,23150,40.76121,-73.86514
Kerrville,TX,Texas,,23136,30.04743,-99.14032
Pooler,GA,Georgia,,23133,32.11548,-81.24706
Mequon,WI,Wisconsin,,23132,43.21555,-88.03001
Vicksburg,MS,Mississippi,,23131,32.35265,-90.87788
Wright,FL,Florida,,23127,30.45575,-86.63829
Morrisania,NY,New York,,23127,40.82927,-73.90653
Pacific Palisades,CA,California,,23121,34.04806,-118.52647
Palm City,FL,Florida,,23120,27.16783,-80.26616
Middleborough,MA,Massachusetts,,23116,41.89316,-70.91115
Arnold,MD,Maryland,,23106,39.03206,-76.50274
Isla Vista,CA,California,,23096,34.41333,-119.86097
Vero Beach South,FL,Florida,,23092,27.61638,-80.41308
Van Buren,AR,Arkansas,,23081,35.43676,-94.34827
East Peoria,IL,Illinois,,23080,40.66615,-89.5801
Landover,MD,Maryland,,23078,38.934,-76.89664
Windham,CT,Connecticut,,23072,41.69982,-72.15702
Jacksonville Beach,FL,Florida,,23064,30.29469,-81.39314
Calabasas,CA,California,,23058,34.15778,-118.63842
Solon,OH,Ohio,,23043,41.38978,-81.44123
Chantilly,VA,Virginia,,23039,38.89428,-77.4311
Candler-McAfee,GA,Georgia,,23025,33.72672,-84.27246
Roselle,IL,Illinois,,22994,41.98475,-88.07979
Copiague,NY,New York,,22993,40.68149,-73.39984
Westpark,CA,California,,22993,33.68527,-117.81371
Munster,IN,Indiana,,22984,41.56448,-87.51254
Ladera Ranch,CA,California,,22980,33.57086,-117.63561
Lisle,IL,Illinois,,22964,41.80114,-88.07479
Picnic Point-North Lynnwood,WA,Washington,,22953,47.86278,-122.29497
East Naples,FL,Florida,,22951,26.13842,-81.76648
Crystal,MN,Minnesota,,22943,45.03274,-93.36023
Cloverleaf,TX,Texas,,22942,29.77828,-95.17188
Dixiana,AL,Alabama,,22940,33.74021,-86.64938
Highland,IN,Indiana,,22936,41.55365,-87.45198
Machesney Park,IL,Illinois,,22927,42.34724,-89.039
Morgan Park,IL,Illinois,,22924,41.69031,-87.66672
Noe Valley,CA,California,,22893,37.75018,-122.43369
East Tremont,NY,New York,,22886,40.84538,-73.89097
Pelham,AL,Alabama,,22885,33.28567,-86.80999
Auburn,ME,Maine,,22871,44.09785,-70.23117
Tremont,NY,New York,,22870,40.84954,-73.90569
Lincolnia,VA,Virginia,,22855,38.81845,-77.14331
Valinda,CA,California,,22822,34.04529,-117.94367
Marysville,OH,Ohio,,22817,40.23645,-83.36714
Haines City,FL,Florida,,22807,28.1145,-81.62009
Columbus,NE,Nebraska,,22797,41.42973,-97.36838
Bristol,RI,Rhode Island,,22795,41.67705,-71.26616
Millbrae,CA,California,,22795,37.59855,-122.38719
Newberg,OR,Oregon,,22780,45.30012,-122.97316
The Crossings,FL,Florida,,22758,25.67066,-80.40117
Valley Station,KY,Kentucky,,22756,38.11118,-85.87024
Lennox,CA,California,,22753,33.93807,-118.35258
East Lake-Orient Park,FL,Florida,,22753,27.98269,-82.37878
Farmington,MN,Minnesota,,22731,44.64024,-93.14355
Wilsonville,OR,Oregon,,22729,45.29984,-122.77371
Hutto,TX,Texas,,22722,30.5427,-97.54667
Bloomingdale,FL,Florida,,22711,27.89364,-82.24037
West Odessa,TX,Texas,,22707,31.84235,-102.49876
Inglewood-Finn Hill,WA,Washington,,22707,47.72049,-122.23167
Oak Harbor,WA,Washington,,22693,48.29316,-122.64322
‘Ewa Gentry,HI,Hawaii,,22690,21.33999,-158.03039
Oak Ridge,FL,Florida,,22685,28.47112,-81.42452
Rosemont,CA,California,,22681,38.55185,-121.36467
Auburn Hills,MI,Michigan,,22672,42.68753,-83.2341
Pottstown,PA,Pennsylvania,,22664,40.24537,-75.64963
West Puente Valley,CA,California,,22636,34.05168,-117.9684
Maple Heights,OH,Ohio,,22631,41.41533,-81.56596
Willoughby,OH,Ohio,,22631,41.63977,-81.4065
Benbrook,TX,Texas,,22629,32.67319,-97.46058
Cranford,NJ,New Jersey,,22627,40.65844,-74.29959
Garden City,NY,New York,,22612,40.72677,-73.6343
Farmington,UT,Utah,,22566,40.9805,-111.88744
Wasco,IL,Illinois,,22560,41.93808,-88.40452
Hastings,MN,Minnesota,,22554,44.7433,-92.85243
Avon,OH,Ohio,,22544,41.45171,-82.03542
Visitacion Valley,CA,California,,22534,37.71715,-122.40433
North Augusta,SC,South Carolina,,22522,33.5018,-81.96512
Guilford,CT,Connecticut,,22498,41.28899,-72.68176
Cottage Lake,WA,Washington,,22494,47.74427,-122.07735
Corcoran,CA,California,,22477,36.09801,-119.5604
Melrose,NY,New York,,22470,40.82455,-73.91041
East Patchogue,NY,New York,,22469,40.76704,-72.99622
West Springfield,VA,Virginia,,22460,38.77261,-77.22109
Wahiawā-Whitmore,HI,Hawaii,,22448,21.50565,-158.03353
Hudson,OH,Ohio,,22437,41.24006,-81.44067
Port Hueneme,CA,California,,22423,34.14778,-119.19511
Holiday,FL,Florida,,22403,28.18779,-82.73955
Near South Side,IL,Illinois,,22401,41.8567,-87.62477
Radcliff,KY,Kentucky,,22387,37.84035,-85.94913
Hopewell,VA,Virginia,,22378,37.30432,-77.2872
New Castle,PA,Pennsylvania,,22375,41.00367,-80.34701
Grand Boulevard,IL,Illinois,,22373,41.81392,-87.61727
South Elgin,IL,Illinois,,22365,41.99419,-88.2923
Prichard,AL,Alabama,,22351,30.7388,-88.07889
New Brighton,MN,Minnesota,,22351,45.06552,-93.20189
Anniston,AL,Alabama,,22347,33.65983,-85.83163
Palm Springs,FL,Florida,,22341,26.6359,-80.09615
Ruston,LA,Louisiana,,22340,32.52321,-92.63793
Wilmington,MA,Massachusetts,,22325,42.54648,-71.17367
Midlothian,TX,Texas,,22318,32.48236,-96.99445
Oxford,MS,Mississippi,,22314,34.3665,-89.51925
Oakdale,CA,California,,22259,37.76659,-120.84715
Darien,IL,Illinois,,22256,41.75198,-87.97395
Bloomingdale,IL,Illinois,,22254,41.95753,-88.0809
Northwood,CA,California,,22218,33.71372,-117.76091
Venice,FL,Florida,,22211,27.09978,-82.45426
Ludlow,MA,Massachusetts,,22201,42.16009,-72.47592
South Bradenton,FL,Florida,,22178,27.4631,-82.58176
Hillside,NJ,New Jersey,,22155,40.70121,-74.23015
Foggy Bottom,DC,District of Columbia,,22146,38.9015,-77.0622
North Plainfield,NJ,New Jersey,,22140,40.6301,-74.42737
Acworth,GA,Georgia,,22131,34.06635,-84.67837
Pascagoula,MS,Mississippi,,22126,30.36576,-88.55613
Sunny Isles Beach,FL,Florida,,22123,25.95065,-80.12282
Roseburg,OR,Oregon,,22114,43.2165,-123.34174
Oxford,OH,Ohio,,22104,39.507,-84.74523
Merrick,NY,New York,,22097,40.66288,-73.55152
Somerset,NJ,New Jersey,,22083,40.4976,-74.48849
Moses Lake,WA,Washington,,22082,47.13014,-119.27808
Saginaw,TX,Texas,,22079,32.86013,-97.36391
Greater Northdale,FL,Florida,,22079,28.10545,-82.52594
Northdale,FL,Florida,,22079,28.0939,-82.50561
Summit,NJ,New Jersey,,22074,40.71562,-74.36468
Watertown,SD,South Dakota,,22073,44.89941,-97.11507
Alliance,OH,Ohio,,22055,40.91534,-81.10593
Kalispell,MT,Montana,,22052,48.19579,-114.31291
South Holland,IL,Illinois,,22043,41.60087,-87.60699
Kenmore,WA,Washington,,22030,47.75732,-122.24401
Del City,OK,Oklahoma,,22022,35.44201,-97.44087
Derry,NH,New Hampshire,,22015,42.88064,-71.32729
Hamtramck,MI,Michigan,,22002,42.39282,-83.04964
Great Kills,NY,New York,,22000,40.55427,-74.15153
Wekiwa Springs,FL,Florida,,21998,28.69861,-81.42563
Leesburg,FL,Florida,,21993,28.81082,-81.87786
Duarte,CA,California,,21990,34.13945,-117.97729
Converse,TX,Texas,,21987,29.51801,-98.31612
Villa Park,IL,Illinois,,21969,41.88975,-87.98895
Decatur,GA,Georgia,,21957,33.77483,-84.29631
Park Forest,IL,Illinois,,21954,41.49142,-87.67449
Christiansburg,VA,Virginia,,21943,37.12985,-80.40894
Jurupa Valley,CA,California,,21930,33.99251,-117.51644
Logan,PA,Pennsylvania,,21926,40.02845,-75.15157
Ashland,CA,California,,21925,37.69465,-122.11385
West and East Lealman,FL,Florida,,21924,27.81993,-82.68944
Farragut,TN,Tennessee,,21919,35.88452,-84.15353
La Porte,IN,Indiana,,21916,41.60774,-86.71389
Mount Vernon Triangle,DC,District of Columbia,,21897,38.90232,-77.01685
Prairie Village,KS,Kansas,,21877,38.99167,-94.63357
Smithfield,RI,Rhode Island,,21872,41.92204,-71.54951
Clarksville,IN,Indiana,,21866,38.29674,-85.75996
Wadsworth,OH,Ohio,,21860,41.02561,-81.72985
Camas,WA,Washington,,21846,45.58706,-122.39954
Fort Walton Beach,FL,Florida,,21817,30.42059,-86.61707
Geneva,IL,Illinois,,21806,41.88753,-88.30535
Brent,FL,Florida,,21804,30.46881,-87.23608
South Euclid,OH,Ohio,,21794,41.52311,-81.51846
Brushy Creek,TX,Texas,,21764,30.51353,-97.73973
Westchase,FL,Florida,,21747,28.05502,-82.60982
Sugar Hill,GA,Georgia,,21747,34.10649,-84.03352
Chillicothe,OH,Ohio,,21727,39.33312,-82.9824
South Lake Tahoe,CA,California,,21706,38.93324,-119.98435
Anthem,AZ,Arizona,,21700,33.86726,-112.14682
West Carson,CA,California,,21699,33.82168,-118.29257
Massapequa,NY,New York,,21685,40.68066,-73.47429
Canton,MA,Massachusetts,,21679,42.15843,-71.14477
Roselle,NJ,New Jersey,,21670,40.65223,-74.25882
Lincoln,RI,Rhode Island,,21670,41.92111,-71.435
Lumberton,NC,North Carolina,,21667,34.61834,-79.01045
Taylors,SC,South Carolina,,21617,34.92039,-82.29623
Yucca Valley,CA,California,,21600,34.11417,-116.43224
Westford,MA,Massachusetts,,21587,42.57926,-71.43784
Rittenhouse,PA,Pennsylvania,,21582,39.94845,-75.17212
Edgewater,FL,Florida,,21566,28.98888,-80.90228
Allison Park,PA,Pennsylvania,,21552,40.55951,-79.95867
Bloomfield,CT,Connecticut,,21535,41.82649,-72.73009
Bay Point,CA,California,,21534,38.02909,-121.96163
Portsmouth,NH,New Hampshire,,21530,43.07704,-70.75766
Sedalia,MO,Missouri,,21516,38.70446,-93.22826
Naples,FL,Florida,,21512,26.14234,-81.79596
Patterson,CA,California,,21498,37.4716,-121.12966
Greenfield,IN,Indiana,,21497,39.78504,-85.76942
Waynesboro,VA,Virginia,,21491,38.06847,-78.88947
H Street NE,DC,District of Columbia,,21480,38.90015,-76.99587
Albertville,AL,Alabama,,21462,34.26783,-86.20878
Wissinoming,PA,Pennsylvania,,21445,40.02233,-75.06323
Stoneham,MA,Massachusetts,,21437,42.4801,-71.0995
Tustin Legacy,CA,California,,21428,33.70006,-117.82588
Basking Ridge,NJ,New Jersey,,21424,40.70621,-74.54932
Perrysburg,OH,Ohio,,21423,41.557,-83.62716
Erie,CO,Colorado,,21420,40.05026,-105.04998
Klamath Falls,OR,Oregon,,21399,42.22487,-121.78167
Clinton,UT,Utah,,21399,41.13967,-112.0505
Green Valley,AZ,Arizona,,21391,31.85425,-110.9937
Evans,CO,Colorado,,21383,40.37637,-104.69219
Mandan,ND,North Dakota,,21382,46.82666,-100.88958
Winchester,MA,Massachusetts,,21374,42.45232,-71.137
Okemos,MI,Michigan,,21369,42.72226,-84.42747
Arnold,MO,Missouri,,21357,38.43283,-90.37762
East Moline,IL,Illinois,,21350,41.50087,-90.4443
West Pensacola,FL,Florida,,21339,30.42659,-87.27969
Kinston,NC,North Carolina,,21337,35.26266,-77.58164
Shelbyville,TN,Tennessee,,21317,35.48341,-86.46027
Marquette,MI,Michigan,,21297,46.54354,-87.39542
Fairfield Heights,IN,Indiana,,21285,39.82861,-86.38224
Biddeford,ME,Maine,,21282,43.49258,-70.45338
Golden Valley,MN,Minnesota,,21270,45.00969,-93.34912
Canyon Lake,TX,Texas,,21262,29.87522,-98.26251
Conda,ID,Idaho,,21260,42.72825,-111.53245
Oxford,AL,Alabama,,21249,33.61427,-85.83496
South Milwaukee,WI,Wisconsin,,21233,42.91057,-87.86064
Marina,CA,California,,21229,36.6844,-121.80217
Mukilteo,WA,Washington,,21226,47.94454,-122.30458
Rancho San Diego,CA,California,,21208,32.74727,-116.9353
Charleston,IL,Illinois,,21196,39.49615,-88.17615
Bedford,NH,New Hampshire,,21188,42.94647,-71.5159
Pleasant Plains,DC,District of Columbia,,21174,38.93067,-77.03025
Carrboro,NC,North Carolina,,21156,35.91014,-79.07529
Crest Hill,IL,Illinois,,21153,41.55475,-88.09867
Saint Andrews,SC,South Carolina,,21151,34.043,-81.101
Ashland,KY,Kentucky,,21108,38.47841,-82.63794
Hays,KS,Kansas,,21092,38.87918,-99.32677
ʻEwa Beach-Iroquois Point,HI,Hawaii,,21088,21.31532,-157.99133
Mililani Mauka,HI,Hawaii,,21075,21.47793,-157.99452
Ferguson,MO,Missouri,,21059,38.74422,-90.30539
Conway,SC,South Carolina,,21053,33.836,-79.04781
Laurelton,NY,New York,,21053,40.67019,-73.74659
Lino Lakes,MN,Minnesota,,21050,45.16024,-93.08883
West Lake Stevens,WA,Washington,,21047,47.99343,-122.1018
New Hope,MN,Minnesota,,21032,45.03802,-93.38662
Palm River-Clair Mel,FL,Florida,,21024,27.92386,-82.37939
Trussville,AL,Alabama,,21023,33.61983,-86.60888
Woodrow,NY,New York,,21005,40.5415,-74.19106
Corinth,TX,Texas,,20998,33.15401,-97.06473
Mountlake Terrace,WA,Washington,,20989,47.78815,-122.30874
Chester,VA,Virginia,,20987,37.35682,-77.44165
Nixa,MO,Missouri,,20984,37.04339,-93.29435
East Ridge,TN,Tennessee,,20979,35.01424,-85.2519
Makakilo-Makaīwa Hills-Kunia,HI,Hawaii,,20967,21.36676,-158.07326
Plainview,TX,Texas,,20919,34.18479,-101.70684
Grayslake,IL,Illinois,,20915,42.34447,-88.04175
Agoura Hills,CA,California,,20915,34.13639,-118.77453
Acton,MA,Massachusetts,,20897,42.48509,-71.43284
Sanford,ME,Maine,,20893,43.43925,-70.77422
Silver Firs,WA,Washington,,20891,47.86602,-122.1551
Hauppauge,NY,New York,,20882,40.82565,-73.20261
Kīhei,HI,Hawaii,,20881,20.76462,-156.44578
South El Monte,CA,California,,20878,34.05195,-118.04673
Kaimukī,HI,Hawaii,,20878,21.27914,-157.80135
Arvin,CA,California,,20876,35.20913,-118.82843
Johnston,IA,Iowa,,20871,41.67304,-93.69772
Gardner,KS,Kansas,,20868,38.81084,-94.92719
Lathrop,CA,California,,20866,37.8227,-121.27661
Ashland,OR,Oregon,,20861,42.19458,-122.70948
Sidney,OH,Ohio,,20858,40.28422,-84.1555
Birmingham,MI,Michigan,,20857,42.5467,-83.21132
Sweetwater,FL,Florida,,20840,25.76343,-80.37311
Milwaukie,OR,Oregon,,20830,45.44623,-122.63926
East Millcreek,UT,Utah,,20816,40.69995,-111.81049
Grand Island,NY,New York,,20813,43.03311,-78.96254
Union City,GA,Georgia,,20805,33.58706,-84.54243
Woodlawn,VA,Virginia,,20804,38.71678,-77.13276
Piqua,OH,Ohio,,20790,40.14477,-84.24244
Lomita,CA,California,,20785,33.79224,-118.31507
Cockeysville,MD,Maryland,,20776,39.48122,-76.64386
Easley,SC,South Carolina,,20765,34.82984,-82.60152
New Springville,NY,New York,,20756,40.59344,-74.1632
Pleasantville,NJ,New Jersey,,20755,39.38984,-74.52404
Liberal,KS,Kansas,,20746,37.04308,-100.921
Palisades Park,NJ,New Jersey,,20743,40.84816,-73.99764
Jenks,OK,Oklahoma,,20740,36.02287,-95.96833
Simpsonville,SC,South Carolina,,20736,34.73706,-82.25428
Latham,NY,New York,,20736,42.74702,-73.75901
Darien,CT,Connecticut,,20732,41.07871,-73.46929
Pleasant Prairie,WI,Wisconsin,,20726,42.55308,-87.93341
NoMa,DC,District of Columbia,,20700,38.90372,-77.00598
Mountain Brook,AL,Alabama,,20691,33.50094,-86.75221
Chambersburg,PA,Pennsylvania,,20691,39.93759,-77.6611
Adrian,MI,Michigan,,20691,41.89755,-84.03717
West Melbourne,FL,Florida,,20679,28.07168,-80.65339
East Garfield Park,IL,Illinois,,20656,41.88087,-87.70283
Rotterdam,NY,New York,,20652,42.78702,-73.97096
Lakeside,CA,California,,20648,32.85727,-116.92225
Kalihi Valley,HI,Hawaii,,20647,21.36373,-157.84294
Bethany,OR,Oregon,,20646,45.55789,-122.8676
Lake Worth Corridor,FL,Florida,,20635,26.61649,-80.10102
Winter Gardens,CA,California,,20631,32.83116,-116.93336
Lockport,NY,New York,,20624,43.17061,-78.69031
Lebanon,OH,Ohio,,20623,39.43534,-84.20299
Wade Hampton,SC,South Carolina,,20622,34.90373,-82.33317
Murphy,TX,Texas,,20610,33.01512,-96.61305
Coralville,IA,Iowa,,20608,41.6764,-91.58045
Ensley,FL,Florida,,20602,30.51881,-87.27275
Sapulpa,OK,Oklahoma,,20579,35.9987,-96.11417
American Canyon,CA,California,,20554,38.17492,-122.2608
South San Jose Hills,CA,California,,20551,34.01279,-117.90478
Belton,TX,Texas,,20547,31.05601,-97.46445
Agoura,CA,California,,20537,34.14306,-118.73787
Bayville,NJ,New Jersey,,20512,39.90929,-74.15486
Arbutus,MD,Maryland,,20483,39.25455,-76.69997
Hammond,LA,Louisiana,,20480,30.50463,-90.46293
Schofield-Wheeler,HI,Hawaii,,20452,21.48394,-158.04681
Libertyville,IL,Illinois,,20436,42.28308,-87.95313
Pittsburg,KS,Kansas,,20409,37.41088,-94.70496
Portsmouth,OH,Ohio,,20409,38.73174,-82.99767
Granite Bay,CA,California,,20402,38.76323,-121.16384
Charlestown,MA,Massachusetts,,20397,42.37787,-71.062
Louisville,CO,Colorado,,20396,39.97776,-105.13193
Northfield,MN,Minnesota,,20380,44.4583,-93.1616
Rocky River,OH,Ohio,,20376,41.4756,-81.8393
Raymore,MO,Missouri,,20374,38.80195,-94.45273
Middletown,DE,Delaware,,20372,39.44956,-75.71632
Havelock,NC,North Carolina,,20364,34.87905,-76.90133
Harvey,LA,Louisiana,,20348,29.90354,-90.07729
Gardner,MA,Massachusetts,,20333,42.57509,-71.99813
Golden,CO,Colorado,,20330,39.75554,-105.2211
Douglas,IL,Illinois,,20323,41.83476,-87.61811
Cartersville,GA,Georgia,,20319,34.16533,-84.80231
Ashland,OH,Ohio,,20317,40.86867,-82.31822
Oakleaf Plantation,FL,Florida,,20315,30.17083,-81.83549
Affton,MO,Missouri,,20307,38.55061,-90.33317
Ramona,CA,California,,20292,33.04171,-116.86808
Cambria Heights,NY,New York,,20287,40.69455,-73.73847
Elmwood Park,NJ,New Jersey,,20279,40.90399,-74.11848
Elko,NV,Nevada,,20279,40.83242,-115.76312
Hollis,NY,New York,,20269,40.71344,-73.76708
Brooklyn Heights,NY,New York,,20256,40.69538,-73.99375
Nogales,AZ,Arizona,,20252,31.34038,-110.93425
Parma Heights,OH,Ohio,,20246,41.39005,-81.75958
La Cañada Flintridge,CA,California,,20246,34.19917,-118.18785
Mustang,OK,Oklahoma,,20226,35.38423,-97.72449
Rose Hill,VA,Virginia,,20226,38.78872,-77.11276
East Northport,NY,New York,,20217,40.87676,-73.32456
Glen Avon,CA,California,,20199,34.01168,-117.48477
Sulphur,LA,Louisiana,,20189,30.23659,-93.37738
Shelby,NC,North Carolina,,20189,35.29235,-81.53565
Montville Center,CT,Connecticut,,20180,41.47899,-72.15119
Ferndale,MI,Michigan,,20177,42.46059,-83.13465
South Saint Paul,MN,Minnesota,,20160,44.89274,-93.03494
Lynn Haven,FL,Florida,,20156,30.24548,-85.64826
Lents,OR,Oregon,,20156,45.47984,-122.56731
Lake Ronkonkoma,NY,New York,,20155,40.8351,-73.13122
Millburn,NJ,New Jersey,,20149,40.72482,-74.30404
Lexington,SC,South Carolina,,20138,33.98154,-81.23621
Murrysville,PA,Pennsylvania,,20134,40.4284,-79.69755
Cumberland,MD,Maryland,,20130,39.65287,-78.76252
Stephenville,TX,Texas,,20120,32.2207,-98.20226
Oregon,OH,Ohio,,20102,41.64366,-83.48688
Eastmont,WA,Washington,,20101,47.8974,-122.18154
Monroe,MI,Michigan,,20092,41.91643,-83.39771
Coconut Grove,FL,Florida,,20076,25.7126,-80.25699
West Mifflin,PA,Pennsylvania,,20075,40.3634,-79.86644
Haddington,PA,Pennsylvania,,20073,39.96578,-75.23764
Mill Creek,WA,Washington,,20043,47.8601,-122.2043
Pace,FL,Florida,,20039,30.59936,-87.16108
Miamisburg,OH,Ohio,,20034,39.64284,-84.28661
Palm Valley,FL,Florida,,20019,30.17746,-81.38758
Rolla,MO,Missouri,,20019,37.95143,-91.77127
Tukwila,WA,Washington,,20018,47.47399,-122.26096
New Caney,TX,Texas,,20000,30.15522,-95.21132
DeBary,FL,Florida,,19998,28.88305,-81.30868
Lyndhurst,NJ,New Jersey,,19996,40.81204,-74.12431
Lake Zurich,IL,Illinois,,19993,42.19697,-88.09341
Germantown,WI,Wisconsin,,19993,43.22862,-88.11037
Bryant,AR,Arkansas,,19986,34.59593,-92.48905
Eustis,FL,Florida,,19986,28.85277,-81.68535
Universal City,TX,Texas,,19986,29.54801,-98.29112
Newburg,KY,Kentucky,,19967,38.16007,-85.65968
Johnstown,PA,Pennsylvania,,19966,40.32674,-78.92197
Socastee,SC,South Carolina,,19952,33.6835,-78.99837
Ypsilanti,MI,Michigan,,19945,42.24115,-83.61299
North Bellmore,NY,New York,,19941,40.69149,-73.53346
King of Prussia,PA,Pennsylvania,,19936,40.08927,-75.39602
Hayesville,OR,Oregon,,19936,44.98595,-122.98287
Cortlandt Manor,NY,New York,,19929,41.28,-73.87164
Warrensburg,MO,Missouri,,19927,38.76279,-93.73605
Mokena,IL,Illinois,,19923,41.52614,-87.88922
Norwood,OH,Ohio,,19915,39.15561,-84.45966
Mariners Harbor,NY,New York,,19905,40.63677,-74.15875
Bonney Lake,WA,Washington,,19903,47.17705,-122.18651
Dickinson,TX,Texas,,19895,29.46079,-95.05132
Clifton,CO,Colorado,,19889,39.09193,-108.44898
Lealman,FL,Florida,,19879,27.82114,-82.67927
Waikīkī,HI,Hawaii,,19862,21.2855,-157.83594
Hermosa Beach,CA,California,,19860,33.86224,-118.39952
Selden,NY,New York,,19851,40.86649,-73.03566
Clemmons,NC,North Carolina,,19844,36.02153,-80.382
West Chester,PA,Pennsylvania,,19842,39.96097,-75.60804
Evergreen Park,IL,Illinois,,19841,41.72059,-87.70172
Southbury,CT,Connecticut,,19836,41.48148,-73.21317
Baldwin,PA,Pennsylvania,,19819,40.33813,-79.97894
Marblehead,MA,Massachusetts,,19808,42.5001,-70.85783
Norton,MA,Massachusetts,,19808,41.96677,-71.18699
Plattsburgh,NY,New York,,19806,44.69949,-73.45291
North Salt Lake,UT,Utah,,19796,40.84856,-111.90688
Sand Springs,OK,Oklahoma,,19783,36.13981,-96.10889
Painesville,OH,Ohio,,19776,41.72449,-81.24566
Diamond Head / Kapahulu / Saint Louis Heights,HI,Hawaii,,19769,21.27697,-157.81127
Greenfield,MA,Massachusetts,,19753,42.58759,-72.59953
Hartranft,PA,Pennsylvania,,19748,39.98483,-75.14712
Pickerington,OH,Ohio,,19745,39.88423,-82.7535
New Canaan,CT,Connecticut,,19738,41.14676,-73.49484
Albany,CA,California,,19735,37.88687,-122.29775
Snellville,GA,Georgia,,19733,33.85733,-84.01991
Fox Chase,PA,Pennsylvania,,19730,40.08122,-75.08017
Sparta,NJ,New Jersey,,19722,41.03343,-74.63849
Columbia Heights,MN,Minnesota,,19715,45.0408,-93.263
Holtsville,NY,New York,,19714,40.81538,-73.04511
Salmon Creek,WA,Washington,,19686,45.71067,-122.64899
Kingsessing,PA,Pennsylvania,,19668,39.93678,-75.22963
La Crescenta-Montrose,CA,California,,19653,34.23216,-118.23529
Spanish Lake,MO,Missouri,,19650,38.78783,-90.21594
Willmar,MN,Minnesota,,19638,45.12191,-95.04334
Tysons,VA,Virginia,,19627,38.91872,-77.23109
Forest Lake,MN,Minnesota,,19618,45.27886,-92.98522
Bethany,OK,Oklahoma,,19589,35.51867,-97.63226
Sun City,CA,California,,19579,33.70919,-117.19726
Montclair,VA,Virginia,,19570,38.61095,-77.33971
Lynbrook,NY,New York,,19558,40.65483,-73.6718
Orchards,WA,Washington,,19556,45.66651,-122.56093
Eastchester,NY,New York,,19554,40.95833,-73.80861
Payson,UT,Utah,,19548,40.0444,-111.73215
West Saint Paul,MN,Minnesota,,19540,44.91608,-93.10161
Madisonville,KY,Kentucky,,19539,37.3281,-87.49889
Ives Estates,FL,Florida,,19525,25.96231,-80.17671
Selma,AL,Alabama,,19519,32.40736,-87.0211
Papillion,NE,Nebraska,,19510,41.15444,-96.04224
Montgomery,IL,Illinois,,19489,41.73058,-88.3459
Badger,AK,Alaska,,19482,64.8,-147.53333
Seymour,IN,Indiana,,19478,38.95922,-85.89025
Lake Shore,MD,Maryland,,19477,39.10705,-76.48496
McKeesport,PA,Pennsylvania,,19453,40.34785,-79.86422
Pinecrest,FL,Florida,,19452,25.66705,-80.30811
Weirton Heights,WV,West Virginia,,19450,40.4084,-80.53924
Port Angeles,WA,Washington,,19448,48.11815,-123.43074
Hazel Dell,WA,Washington,,19435,45.67151,-122.66288
Angleton,TX,Texas,,19429,29.16941,-95.43188
Fernley,NV,Nevada,,19418,39.60797,-119.25183
Alice,TX,Texas,,19408,27.75225,-98.06972
Lake Forest,IL,Illinois,,19408,42.25863,-87.84063
Battle Ground,WA,Washington,,19407,45.78095,-122.53343
Dixon,CA,California,,19390,38.44546,-121.8233
