city,state_id,state_name,county_name,population,lat,lng
Forest Park,GA,Georgia,,19383,33.62205,-84.36909
Mamaroneck,NY,New York,,19375,40.94871,-73.73263
Homewood,IL,Illinois,,19373,41.55726,-87.6656
Bear,DE,Delaware,,19371,39.62928,-75.65826
Bayou Cane,LA,Louisiana,,19355,29.6241,-90.7512
Orange,TX,Texas,,19347,30.09299,-93.73655
Alsip,IL,Illinois,,19346,41.66892,-87.73866
Lutz,FL,Florida,,19344,28.15112,-82.46148
Green Haven,MD,Maryland,,19326,39.13955,-76.54774
Lexington,NC,North Carolina,,19326,35.82403,-80.25338
Bellwood,IL,Illinois,,19308,41.88142,-87.88312
Clayton,NC,North Carolina,,19304,35.65071,-78.45639
Central Falls,RI,Rhode Island,,19303,41.89066,-71.39228
Sun Valley,NV,Nevada,,19299,39.5963,-119.77602
Horizon City,TX,Texas,,19288,31.69261,-106.20748
Sherwood,OR,Oregon,,19283,45.35651,-122.8401
Waterford,CT,Connecticut,,19281,41.3417,-72.13597
Orinda,CA,California,,19279,37.87715,-122.17969
Pinole,CA,California,,19269,38.00437,-122.29886
Woodbridge,NJ,New Jersey,,19265,40.5576,-74.28459
Sun City Center,FL,Florida,,19258,27.71809,-82.35176
Rosedale,MD,Maryland,,19257,39.32011,-76.51552
Altamont,OR,Oregon,,19257,42.20681,-121.73722
Howard,WI,Wisconsin,,19250,44.5436,-88.08816
Niu Valley,HI,Hawaii,,19250,21.2843,-157.73706
Alamo,TX,Texas,,19246,26.18369,-98.12306
Broadview Heights,OH,Ohio,,19229,41.31394,-81.68513
Upper Saint Clair,PA,Pennsylvania,,19229,40.3359,-80.08339
Haslett,MI,Michigan,,19220,42.74698,-84.40108
West Elsdon,IL,Illinois,,19219,41.79392,-87.7245
Newton,KS,Kansas,,19216,38.04668,-97.34504
Glassboro,NJ,New Jersey,,19216,39.70289,-75.11184
Altus,OK,Oklahoma,,19214,34.63813,-99.33398
Blythe,CA,California,,19208,33.6103,-114.59635
Silverdale,WA,Washington,,19204,47.64454,-122.69487
Covington,WA,Washington,,19197,47.35818,-122.12216
Matteson,IL,Illinois,,19195,41.50392,-87.7131
Tumwater,WA,Washington,,19190,47.00732,-122.90931
Old Jamestown,MO,Missouri,,19184,38.83494,-90.28511
Weirton,WV,West Virginia,,19175,40.41896,-80.58952
White Oak,OH,Ohio,,19167,39.21311,-84.59939
Carlisle,PA,Pennsylvania,,19143,40.20148,-77.18887
Mineola,NY,New York,,19139,40.74927,-73.64068
Shelbyville,IN,Indiana,,19133,39.52144,-85.77692
Tullahoma,TN,Tennessee,,19128,35.36202,-86.20943
Ozark,MO,Missouri,,19120,37.02089,-93.20602
Secaucus,NJ,New Jersey,,19104,40.78955,-74.05653
Jacksonville,IL,Illinois,,19103,39.73394,-90.22901
Fairwood,WA,Washington,,19102,47.44843,-122.15734
Madison,CT,Connecticut,,19100,41.27954,-72.59843
Camp Springs,MD,Maryland,,19096,38.804,-76.90664
Ronkonkoma,NY,New York,,19082,40.821,-73.143
Saco,ME,Maine,,19078,43.50092,-70.44283
Maple Shade,NJ,New Jersey,,19077,39.95261,-74.99239
Hawthorne,NJ,New Jersey,,19074,40.94926,-74.15375
Fresno,TX,Texas,,19069,29.53885,-95.44744
East Massapequa,NY,New York,,19069,40.67343,-73.43651
Amherst Center,MA,Massachusetts,,19065,42.37537,-72.51925
Montrose,CO,Colorado,,19062,38.47832,-107.87617
Marion Oaks,FL,Florida,,19034,29.00859,-82.18315
Brownwood,TX,Texas,,19031,31.70932,-98.99116
Southbridge,MA,Massachusetts,,19030,42.0751,-72.03341
Deerfield,IL,Illinois,,19019,42.17114,-87.84451
Castaic,CA,California,,19015,34.48888,-118.62287
Ennis,TX,Texas,,19007,32.32931,-96.62527
Ellensburg,WA,Washington,,19001,46.99651,-120.54785
Columbia City,WA,Washington,,19000,47.56399,-122.2754
Claremore,OK,Oklahoma,,18997,36.3126,-95.61609
Waukee,IA,Iowa,,18990,41.61166,-93.88523
Jasmine Estates,FL,Florida,,18989,28.29306,-82.6901
Melville,NY,New York,,18985,40.79343,-73.41512
Petworth,DC,District of Columbia,,18983,38.94594,-77.02498
Kew Gardens,NY,New York,,18983,40.71427,-73.83097
Middleton,WI,Wisconsin,,18979,43.09722,-89.50429
Bartow,FL,Florida,,18972,27.89641,-81.84314
Sylvania,OH,Ohio,,18965,41.71894,-83.71299
Rio Rico,AZ,Arizona,,18962,31.47148,-110.97648
Ala Moana - Kakaʻako,HI,Hawaii,,18957,21.29649,-157.85671
Murray,KY,Kentucky,,18954,36.61033,-88.31476
Arlington,WA,Washington,,18949,48.19871,-122.12514
North Druid Hills,GA,Georgia,,18947,33.81677,-84.31326
Brookfield,IL,Illinois,,18944,41.82392,-87.85173
North Bay Shore,NY,New York,,18944,40.753,-73.2602
Stonegate,CA,California,,18938,33.70534,-117.74009
Avon,CT,Connecticut,,18932,41.80982,-72.83065
Milledgeville,GA,Georgia,,18931,33.08014,-83.2321
Stillwater,MN,Minnesota,,18924,45.05636,-92.80604
Cortland,NY,New York,,18907,42.60118,-76.18048
Augusta,ME,Maine,,18899,44.31062,-69.77949
Berea,OH,Ohio,,18874,41.36616,-81.8543
Capitol Riverfront,DC,District of Columbia,,18874,38.87796,-77.00314
Twinsburg,OH,Ohio,,18872,41.31256,-81.44011
Wantagh,NY,New York,,18871,40.68371,-73.51013
West Hempstead,NY,New York,,18862,40.70482,-73.65013
Ansonia,CT,Connecticut,,18854,41.34621,-73.079
Troy,AL,Alabama,,18853,31.80877,-85.96995
Mayfield Heights,OH,Ohio,,18840,41.51922,-81.4579
Laurel,MS,Mississippi,,18837,31.69405,-89.13061
Syosset,NY,New York,,18829,40.82621,-73.50207
Brook Park,OH,Ohio,,18809,41.39838,-81.80458
Union Hill-Novelty Hill,WA,Washington,,18805,47.67887,-122.02833
Erlanger,KY,Kentucky,,18797,39.01673,-84.60078
Park View,DC,District of Columbia,,18796,38.93206,-77.02359
Rossville,NY,New York,,18792,40.54929,-74.21019
South Burlington,VT,Vermont,,18791,44.46699,-73.17096
Mount Greenwood,IL,Illinois,,18783,41.69809,-87.70866
Casa de Oro-Mount Helix,CA,California,,18762,32.76397,-116.96877
Langley Park,MD,Maryland,,18755,38.98872,-76.98136
Brigham City,UT,Utah,,18752,41.51021,-112.0155
Thomasville,GA,Georgia,,18742,30.83658,-83.97878
Fairmont,WV,West Virginia,,18733,39.48508,-80.14258
Fairhope,AL,Alabama,,18730,30.52297,-87.90333
Mission Hill,MA,Massachusetts,,18722,42.33437,-71.10845
Greater Upper Marlboro,MD,Maryland,,18720,38.83142,-76.74827
Frederickson,WA,Washington,,18719,47.09621,-122.35873
Iselin,NJ,New Jersey,,18695,40.57538,-74.32237
Suwanee,GA,Georgia,,18694,34.05149,-84.0713
Whitehall,OH,Ohio,,18694,39.96673,-82.88546
Rutherford,NJ,New Jersey,,18690,40.82649,-74.10681
Islip,NY,New York,,18689,40.72982,-73.21039
Forest Park,OH,Ohio,,18676,39.29034,-84.50411
Westminster,MD,Maryland,,18670,39.57538,-76.99581
Frankfort,IL,Illinois,,18653,41.49587,-87.84866
Niles,OH,Ohio,,18651,41.18284,-80.76536
Marshfield,WI,Wisconsin,,18620,44.66885,-90.1718
Lorton,VA,Virginia,,18610,38.70428,-77.22776
Morristown,NJ,New Jersey,,18594,40.79677,-74.48154
Gautier,MS,Mississippi,,18570,30.38575,-88.61169
Bourbonnais,IL,Illinois,,18569,41.15376,-87.88754
Goodings Grove,IL,Illinois,,18569,41.6292,-87.93089
Macomb,IL,Illinois,,18547,40.45921,-90.6718
Point Pleasant,NJ,New Jersey,,18523,40.08317,-74.06819
Bellaire,TX,Texas,,18518,29.70579,-95.45883
El Reno,OK,Oklahoma,,18516,35.53227,-97.95505
East Mount Airy,PA,Pennsylvania,,18516,40.0645,-75.1875
Chowchilla,CA,California,,18510,37.123,-120.26018
Mead Valley,CA,California,,18510,33.83335,-117.29615
Hyattsville,MD,Maryland,,18501,38.95594,-76.94553
Happy Valley,OR,Oregon,,18493,45.44679,-122.53037
Onalaska,WI,Wisconsin,,18468,43.88441,-91.23514
Round Lake,IL,Illinois,,18461,42.35336,-88.09341
Stafford,TX,Texas,,18459,29.61607,-95.55772
Yorkville,IL,Illinois,,18451,41.64114,-88.44729
Winchester,KY,Kentucky,,18446,37.99008,-84.17965
North Ogden,UT,Utah,,18446,41.30716,-111.96022
Bensenville,IL,Illinois,,18440,41.95503,-87.94007
Forney,TX,Texas,,18418,32.74818,-96.47193
Monsey,NY,New York,,18412,41.11121,-74.06848
Fern Creek,KY,Kentucky,,18409,38.15979,-85.58774
Shenandoah,LA,Louisiana,,18399,30.4013,-91.00094
El Dorado,AR,Arkansas,,18386,33.20763,-92.66627
Trenton,MI,Michigan,,18380,42.13949,-83.17826
Ashtabula,OH,Ohio,,18371,41.86505,-80.78981
Natchitoches,LA,Louisiana,,18365,31.76072,-93.08627
Cudahy,WI,Wisconsin,,18353,42.95974,-87.86147
Dover,NJ,New Jersey,,18346,40.88399,-74.5621
Ottawa,IL,Illinois,,18342,41.34559,-88.84258
Shafter,CA,California,,18336,35.50051,-119.27178
Midlothian,VA,Virginia,,18320,37.50598,-77.64916
Amesbury,MA,Massachusetts,,18313,42.85842,-70.93005
Franklin Park,IL,Illinois,,18312,41.93531,-87.86562
Meadowbrook,VA,Virginia,,18312,37.44882,-77.47353
McAlester,OK,Oklahoma,,18310,34.93343,-95.76971
Punta Gorda Isles,FL,Florida,,18306,26.91756,-82.07842
Palestine,TX,Texas,,18288,31.76212,-95.63079
Sherrelwood,CO,Colorado,,18287,39.83776,-105.00137
Creve Coeur,MO,Missouri,,18276,38.66089,-90.42262
Ballenger Creek,MD,Maryland,,18274,39.3726,-77.43526
Cinco Ranch,TX,Texas,,18274,29.73884,-95.758
Helena,AL,Alabama,,18264,33.29622,-86.8436
Palmer,MA,Massachusetts,,18261,42.15843,-72.32869
Belle Glade,FL,Florida,,18251,26.68451,-80.66756
Makakilo,HI,Hawaii,,18248,21.35237,-158.08655
Franconia,VA,Virginia,,18245,38.78206,-77.14637
Eastlake,OH,Ohio,,18232,41.65394,-81.45039
Manchester,MO,Missouri,,18229,38.597,-90.50929
Cameron Park,CA,California,,18228,38.66879,-120.98716
Steubenville,OH,Ohio,,18219,40.36979,-80.63396
Springboro,OH,Ohio,,18213,39.55228,-84.23327
Wallingford Center,CT,Connecticut,,18209,41.44987,-72.81892
Lanham-Seabrook,MD,Maryland,,18190,38.96835,-76.85108
Clark-Fulton,OH,Ohio,,18185,41.46402,-81.70979
Farmington,MO,Missouri,,18181,37.78088,-90.42179
Pampa,TX,Texas,,18177,35.53616,-100.95987
Somerset,MA,Massachusetts,,18165,41.76955,-71.12866
Florida Ridge,FL,Florida,,18164,27.58031,-80.38672
Five Corners,WA,Washington,,18159,45.68456,-122.5751
Boone,NC,North Carolina,,18156,36.21679,-81.67455
Seminole,FL,Florida,,18153,27.83975,-82.79121
Punta Gorda,FL,Florida,,18150,26.92978,-82.04537
Rosamond,CA,California,,18150,34.86414,-118.16341
Cutler,FL,Florida,,18117,25.6151,-80.31061
Mattoon,IL,Illinois,,18113,39.48309,-88.37283
Arroyo Grande,CA,California,,18108,35.11859,-120.59073
Anacortes,WA,Washington,,18103,48.5126,-122.61267
Monroe,WA,Washington,,18090,47.85538,-121.97096
Rancho Mirage,CA,California,,18083,33.73974,-116.41279
Limerick,PA,Pennsylvania,,18074,40.23093,-75.52212
Mililani Mauka / Launani Valley,HI,Hawaii,,18072,21.47885,-157.98799
Wilton,CT,Connecticut,,18062,41.19537,-73.4379
Huntington,NY,New York,,18046,40.86815,-73.42568
Ojus,FL,Florida,,18036,25.94843,-80.1506
Santa Fe Springs,CA,California,,18026,33.94724,-118.08535
Vincennes,IN,Indiana,,18012,38.67727,-87.52863
Amsterdam,NY,New York,,18008,42.93869,-74.18819
Durango,CO,Colorado,,18006,37.27528,-107.88007
Dumont,NJ,New Jersey,,18001,40.94065,-73.99681
Hanahan,SC,South Carolina,,17997,32.91851,-80.02203
Central Point,OR,Oregon,,17995,42.37596,-122.91643
Highland,UT,Utah,,17989,40.42548,-111.79447
Elizabeth City,NC,North Carolina,,17988,36.2946,-76.25105
Newburyport,MA,Massachusetts,,17982,42.81259,-70.87728
Rockland,MA,Massachusetts,,17982,42.13066,-70.91616
Westbrook,ME,Maine,,17978,43.67703,-70.37116
St. Marys,GA,Georgia,,17968,30.73051,-81.54649
Cary,IL,Illinois,,17965,42.21197,-88.23814
Lackawanna,NY,New York,,17965,42.82561,-78.82337
Westerly,RI,Rhode Island,,17936,41.3776,-71.82729
Maumelle,AR,Arkansas,,17931,34.86676,-92.40432
Leland,NC,North Carolina,,17924,34.25628,-78.04471
Wisconsin Rapids,WI,Wisconsin,,17897,44.38358,-89.81735
Lenoir,NC,North Carolina,,17888,35.91402,-81.53898
North Massapequa,NY,New York,,17886,40.70093,-73.46207
Scarsdale,NY,New York,,17885,41.0051,-73.78458
Nanuet,NY,New York,,17882,41.08871,-74.01347
Gretna,LA,Louisiana,,17880,29.91465,-90.05396
Sheridan,WY,Wyoming,,17873,44.79719,-106.95618
North Amityville,NY,New York,,17862,40.6976,-73.42512
Tacony,PA,Pennsylvania,,17846,40.03122,-75.04434
Arcata,CA,California,,17843,40.86652,-124.08284
Hannibal,MO,Missouri,,17839,39.70838,-91.35848
Wahiawā,HI,Hawaii,,17821,21.50279,-158.02464
Colonial Heights,VA,Virginia,,17820,37.26804,-77.40726
Marion,IL,Illinois,,17803,37.73061,-88.93313
Colonia,NJ,New Jersey,,17795,40.57455,-74.30209
Logansport,IN,Indiana,,17793,40.75448,-86.35667
Oswego,NY,New York,,17787,43.45535,-76.5105
Linda,CA,California,,17773,39.12767,-121.5508
Tinton Falls,NJ,New Jersey,,17772,40.30428,-74.10042
Godfrey,IL,Illinois,,17759,38.9556,-90.18678
Portsmouth,RI,Rhode Island,,17756,41.60232,-71.25033
Times Square,NY,New York,,17749,40.75636,-73.98644
West Garfield Park,IL,Illinois,,17742,41.88059,-87.72922
Willimantic,CT,Connecticut,,17737,41.71065,-72.20813
Calverton,MD,Maryland,,17724,39.05761,-76.93581
Oxon Hill,MD,Maryland,,17722,38.80345,-76.9897
Takoma Park,MD,Maryland,,17713,38.97789,-77.00748
Wallingford,CT,Connecticut,,17712,41.45704,-72.82316
Sycamore,IL,Illinois,,17712,41.98892,-88.68675
Cocoa,FL,Florida,,17711,28.38612,-80.742
Martinsburg,WV,West Virginia,,17700,39.45621,-77.96389
Marco Island,FL,Florida,,17690,25.94121,-81.71842
Tiffin,OH,Ohio,,17687,41.1145,-83.17797
Hunting Park,PA,Pennsylvania,,17682,40.0165,-75.14379
Albert Lea,MN,Minnesota,,17674,43.64801,-93.36827
Golden Triangle,DC,District of Columbia,,17674,38.90524,-77.04362
South Hadley,MA,Massachusetts,,17652,42.25842,-72.57453
Juniata Park,PA,Pennsylvania,,17643,40.00845,-75.10879
Shaw,DC,District of Columbia,,17639,38.91206,-77.02137
Ocean Springs,MS,Mississippi,,17636,30.41131,-88.82781
Hinsdale,IL,Illinois,,17628,41.80086,-87.93701
Brightwood,DC,District of Columbia,,17624,38.96122,-77.02748
New Castle,IN,Indiana,,17621,39.92894,-85.37025
Winthrop,MA,Massachusetts,,17618,42.3751,-70.98283
Lindenwold,NJ,New Jersey,,17613,39.82428,-74.99767
Kenwood,IL,Illinois,,17601,41.8092,-87.59755
Bay City,TX,Texas,,17598,28.98276,-95.9694
Hopkins,MN,Minnesota,,17591,44.92496,-93.46273
Allendale,MI,Michigan,,17579,42.97225,-85.95365
University City,PA,Pennsylvania,,17578,39.95071,-75.19476
Back Bay,MA,Massachusetts,,17577,42.3501,-71.087
Menasha,WI,Wisconsin,,17572,44.20221,-88.4465
Palos Hills,IL,Illinois,,17565,41.6967,-87.817
Prunedale,CA,California,,17560,36.77579,-121.66967
Culpeper,VA,Virginia,,17557,38.47318,-77.99666
Stevenson Ranch,CA,California,,17557,34.39048,-118.57372
South Houston,TX,Texas,,17544,29.66301,-95.23549
Kirksville,MO,Missouri,,17520,40.19475,-92.58325
Tallmadge,OH,Ohio,,17512,41.10145,-81.44178
North Babylon,NY,New York,,17509,40.71649,-73.32179
Mesquite,NV,Nevada,,17496,36.80553,-114.06719
New Philadelphia,OH,Ohio,,17484,40.48979,-81.44567
Saint Matthews,KY,Kentucky,,17472,38.25285,-85.65579
Maitland,FL,Florida,,17463,28.62778,-81.36312
North Aurora,IL,Illinois,,17456,41.80614,-88.3273
Safety Harbor,FL,Florida,,17454,27.99085,-82.69316
North Canton,OH,Ohio,,17441,40.87589,-81.40234
East Hemet,CA,California,,17418,33.74002,-116.93891
White Oak,MD,Maryland,,17403,39.03983,-76.99303
Radford,VA,Virginia,,17403,37.13179,-80.57645
Tillmans Corner,AL,Alabama,,17398,30.59019,-88.17084
Nicetown-Tioga,PA,Pennsylvania,,17382,40.00989,-75.16387
Detroit-Shoreway,OH,Ohio,,17382,41.47772,-81.72991
Wilton,NY,New York,,17361,43.18007,-73.74429
Anoka,MN,Minnesota,,17350,45.19774,-93.38718
East Cleveland,OH,Ohio,,17344,41.53311,-81.57901
Sudbury,MA,Massachusetts,,17343,42.38343,-71.41617
Plainville,CT,Connecticut,,17328,41.67454,-72.85816
Ada,OK,Oklahoma,,17303,34.77453,-96.67834
Middletown,RI,Rhode Island,,17303,41.54566,-71.29144
Glassmanor,MD,Maryland,,17295,38.819,-76.99859
South Orange,NJ,New Jersey,,17295,40.74899,-74.26126
Idylwood,VA,Virginia,,17288,38.89511,-77.21165
Seabrook,MD,Maryland,,17287,38.974,-76.849
Durant,OK,Oklahoma,,17286,33.99399,-96.37082
Killingly Center,CT,Connecticut,,17282,41.83871,-71.86924
Kings Park,NY,New York,,17282,40.88621,-73.25734
Canby,OR,Oregon,,17271,45.2629,-122.69259
Poplar Bluff,MO,Missouri,,17266,36.757,-90.39289
Moraga,CA,California,,17256,37.83493,-122.12969
Redland,MD,Maryland,,17242,39.14539,-77.14415
Massapequa Park,NY,New York,,17232,40.68038,-73.45512
Kuna,ID,Idaho,,17226,43.49183,-116.42012
Foley,AL,Alabama,,17218,30.40659,-87.6836
Ruskin,FL,Florida,,17208,27.72086,-82.43315
Hermiston,OR,Oregon,,17201,45.84041,-119.28946
Nederland,TX,Texas,,17196,29.97438,-93.9924
Greenfield,CA,California,,17184,36.3208,-121.24381
Ashwaubenon,WI,Wisconsin,,17176,44.48221,-88.0701
Live Oak,CA,California,,17158,36.98356,-121.98052
Bristol,VA,Virginia,,17141,36.59649,-82.18847
Frankford,MD,Maryland,,17135,39.32928,-76.54463
Okolona,KY,Kentucky,,17134,38.14118,-85.68774
Bayside,CA,California,,17132,40.84235,-124.06367
Wyckoff,NJ,New Jersey,,17124,41.00954,-74.17292
Woodmere,NY,New York,,17121,40.63205,-73.71263
Huntington,IN,Indiana,,17095,40.8831,-85.49748
Imperial,CA,California,,17095,32.84755,-115.56944
Wayne,MI,Michigan,,17081,42.28143,-83.38632
White Settlement,TX,Texas,,17077,32.75957,-97.45835
Eloy,AZ,Arizona,,17059,32.7559,-111.55484
Beckley,WV,West Virginia,,17056,37.77817,-81.18816
Broad Ripple,IN,Indiana,,17041,39.86671,-86.14165
El Segundo,CA,California,,17037,33.91918,-118.41647
Holden,MA,Massachusetts,,17016,42.35176,-71.86341
Avenel,NJ,New Jersey,,17011,40.58038,-74.28515
East Setauket,NY,New York,,17006,40.94149,-73.10594
Goodlettsville,TN,Tennessee,,16994,36.32311,-86.71333
Fayetteville,GA,Georgia,,16990,33.44873,-84.45493
Elmwood,PA,Pennsylvania,,16988,39.91789,-75.22796
Colchester,VT,Vermont,,16986,44.54394,-73.14791
Altoona,IA,Iowa,,16984,41.64416,-93.46466
Terrell,TX,Texas,,16981,32.73596,-96.27526
Point Breeze,PA,Pennsylvania,,16977,39.93345,-75.17796
Artesia,CA,California,,16961,33.86585,-118.08312
South Ogden,UT,Utah,,16955,41.19189,-111.97133
La Vista,NE,Nebraska,,16921,41.18389,-96.03113
Hanover,MA,Massachusetts,,16906,42.11316,-70.81199
Tanque Verde,AZ,Arizona,,16901,32.25174,-110.73731
Glenvar Heights,FL,Florida,,16898,25.7076,-80.32561
Pendleton,OR,Oregon,,16881,45.67207,-118.7886
Centerville,UT,Utah,,16877,40.918,-111.87216
Parkside,CA,California,,16874,37.74197,-122.4863
Sayville,NY,New York,,16853,40.73593,-73.08206
Clarksdale,MS,Mississippi,,16847,34.20011,-90.57093
Fairview Heights,IL,Illinois,,16827,38.58894,-89.99038
Norwalk,OH,Ohio,,16827,41.24255,-82.61573
San Carlos Park,FL,Florida,,16824,26.4673,-81.80147
Concord,MA,Massachusetts,,16810,42.46037,-71.34895
Springfield,TN,Tennessee,,16808,36.50921,-86.885
New Milford,NJ,New Jersey,,16801,40.9351,-74.01903
North Attleborough Center,MA,Massachusetts,,16796,41.97263,-71.32474
Country Club Hills,IL,Illinois,,16795,41.56809,-87.72033
Lemont,IL,Illinois,,16788,41.67364,-88.00173
Sartell,MN,Minnesota,,16788,45.62163,-94.20694
Parkwood Manor,PA,Pennsylvania,,16787,40.09344,-74.96795
Dyersburg,TN,Tennessee,,16781,36.03452,-89.38563
Defiance,OH,Ohio,,16776,41.28449,-84.35578
Beltsville,MD,Maryland,,16772,39.03483,-76.90747
Centralia,WA,Washington,,16753,46.71621,-122.9543
Chalmette,LA,Louisiana,,16751,29.94296,-89.96537
Shorewood,IL,Illinois,,16747,41.52003,-88.20173
Ferndale,MD,Maryland,,16746,39.18316,-76.64024
Mount Vernon,OH,Ohio,,16742,40.3934,-82.48572
Westchester,IL,Illinois,,16729,41.85059,-87.882
Bluffton,SC,South Carolina,,16728,32.23715,-80.86039
Tifton,GA,Georgia,,16725,31.45046,-83.5085
Auburn,MA,Massachusetts,,16724,42.19454,-71.83563
Nipomo,CA,California,,16714,35.04275,-120.476
Laurel,VA,Virginia,,16713,37.64292,-77.50887
Taylor,TX,Texas,,16702,30.57076,-97.40944
North Decatur,GA,Georgia,,16698,33.79038,-84.30603
Morganton,NC,North Carolina,,16692,35.74541,-81.68482
Danville,KY,Kentucky,,16690,37.64563,-84.77217
Denville,NJ,New Jersey,,16669,40.89232,-74.47738
Barrington,RI,Rhode Island,,16669,41.74066,-71.30866
Washington,IL,Illinois,,16664,40.70365,-89.40731
Phoenixville,PA,Pennsylvania,,16658,40.13038,-75.51491
Mercedes,TX,Texas,,16657,26.1498,-97.91361
Center Point,AL,Alabama,,16655,33.64566,-86.6836
Lemay,MO,Missouri,,16645,38.53339,-90.27928
Wolcott,CT,Connecticut,,16639,41.60232,-72.98677
Norcross,GA,Georgia,,16634,33.94121,-84.21353
Troutdale,OR,Oregon,,16631,45.53929,-122.38731
Oak Grove,OR,Oregon,,16629,45.41679,-122.64009
North Valley Stream,NY,New York,,16628,40.6851,-73.7018
Easton,MD,Maryland,,16617,38.77428,-76.07633
Easthampton,MA,Massachusetts,,16611,42.26676,-72.66898
Bothell West,WA,Washington,,16607,47.80527,-122.24064
Tahlequah,OK,Oklahoma,,16598,35.91537,-94.96996
Hazel Park,MI,Michigan,,16597,42.46254,-83.10409
Douglas,AZ,Arizona,,16592,31.34455,-109.54534
Opelousas,LA,Louisiana,,16591,30.53353,-92.08151
Grafton,MA,Massachusetts,,16583,42.20704,-71.68562
Sandalfoot Cove,FL,Florida,,16582,26.33863,-80.1869
Brenham,TX,Texas,,16579,30.16688,-96.39774
Opa-locka,FL,Florida,,16565,25.90232,-80.25033
Beaver Dam,WI,Wisconsin,,16564,43.45777,-88.83733
Coalinga,CA,California,,16564,36.13968,-120.36015
Seymour,CT,Connecticut,,16562,41.39676,-73.07594
Jenison,MI,Michigan,,16538,42.90725,-85.79198
Cohoes,NY,New York,,16538,42.77424,-73.70012
Swansea,MA,Massachusetts,,16525,41.74816,-71.18977
Donna,TX,Texas,,16523,26.17035,-98.05195
Vienna,VA,Virginia,,16522,38.90122,-77.26526
Pinewood,FL,Florida,,16520,25.86898,-80.21699
Lansdale,PA,Pennsylvania,,16512,40.2415,-75.28379
Sevierville,TN,Tennessee,,16490,35.86815,-83.56184
Chickasha,OK,Oklahoma,,16488,35.05257,-97.93643
Kingsland,GA,Georgia,,16487,30.79996,-81.68983
Lower Moyamensing,PA,Pennsylvania,,16481,39.91956,-75.16475
Uvalde,TX,Texas,,16476,29.20968,-99.78617
Hillcrest Heights,MD,Maryland,,16469,38.83289,-76.95942
Stuart,FL,Florida,,16462,27.19755,-80.25283
Fairhaven,MA,Massachusetts,,16453,41.6376,-70.90365
Avon,IN,Indiana,,16451,39.76282,-86.39972
Zachary,LA,Louisiana,,16448,30.64852,-91.1565
Red Wing,MN,Minnesota,,16445,44.56247,-92.5338
Sikeston,MO,Missouri,,16436,36.87672,-89.58786
Bethpage,NY,New York,,16429,40.74427,-73.48207
Concord,MO,Missouri,,16421,38.5245,-90.35734
Flowing Wells,AZ,Arizona,,16419,32.29396,-111.00982
‘Ewa Beach,HI,Hawaii,,16415,21.31556,-158.00722
Bridgeview,IL,Illinois,,16407,41.75003,-87.80422
Fairview Park,OH,Ohio,,16407,41.44144,-81.8643
Laguna Woods,CA,California,,16406,33.6103,-117.72533
Mount Clemens,MI,Michigan,,16400,42.59726,-82.87798
Cañon City,CO,Colorado,,16400,38.44098,-105.24245
Saint Michael,MN,Minnesota,,16399,45.20996,-93.66496
South River,NJ,New Jersey,,16399,40.44649,-74.38598
Fort Thomas,KY,Kentucky,,16398,39.07506,-84.44716
Sunset,FL,Florida,,16389,25.70594,-80.35228
Prospect Heights,IL,Illinois,,16386,42.0953,-87.93757
Griffith,IN,Indiana,,16378,41.52837,-87.42365
Estelle,LA,Louisiana,,16377,29.84576,-90.10674
Schofield Barracks,HI,Hawaii,,16370,21.49837,-158.06515
Bon Air,VA,Virginia,,16366,37.52487,-77.55777
Oconomowoc,WI,Wisconsin,,16360,43.11167,-88.49927
Hough,OH,Ohio,,16359,41.512,-81.63652
Vero Beach,FL,Florida,,16358,27.63864,-80.39727
Sunnyside,WA,Washington,,16325,46.32374,-120.00865
Lebanon,OR,Oregon,,16324,44.53651,-122.90703
Bayshore Gardens,FL,Florida,,16323,27.42532,-82.59038
Streetsboro,OH,Ohio,,16312,41.23922,-81.34594
Calhoun,GA,Georgia,,16309,34.50259,-84.95105
Fishtown,PA,Pennsylvania,,16307,39.96511,-75.13545
Morton,IL,Illinois,,16306,40.61282,-89.45926
Menomonie,WI,Wisconsin,,16305,44.87552,-91.91934
Truckee,CA,California,,16299,39.32796,-120.18325
Fremont,OH,Ohio,,16297,41.35033,-83.12186
Buckhall,VA,Virginia,,16293,38.73178,-77.4311
Gainesville,TX,Texas,,16292,33.62594,-97.13335
Aberdeen,WA,Washington,,16276,46.97537,-123.81572
Baychester,NY,New York,,16274,40.86928,-73.83645
Hopatcong Hills,NJ,New Jersey,,16267,40.94399,-74.67072
Waterville,ME,Maine,,16261,44.55201,-69.63171
Oroville,CA,California,,16260,39.51394,-121.55776
Roosevelt,NY,New York,,16258,40.67871,-73.58902
Laconia,NH,New Hampshire,,16227,43.52785,-71.47035
Bellmore,NY,New York,,16218,40.66871,-73.52707
Nuuanu - Punchbowl,HI,Hawaii,,16205,21.34215,-157.82852
Hibbing,MN,Minnesota,,16204,47.42715,-92.93769
Sudley,VA,Virginia,,16203,38.79289,-77.49749
Dublin,GA,Georgia,,16197,32.54044,-82.90375
Kuliouou - Kalani Iki,HI,Hawaii,,16195,21.29713,-157.745
Coos Bay,OR,Oregon,,16182,43.3665,-124.21789
Hope Mills,NC,North Carolina,,16163,34.97044,-78.94531
Cimarron Hills,CO,Colorado,,16161,38.85861,-104.69886
